link|title|author|date|content
https://www.scmp.com/news/world/middle-east/article/3240185/israel-gaza-war-rages-mother-child-hostages-torn-between-hope-and-despair|As Israel-Gaza war rages, mother of child hostages is torn between hope and despair|Agence France-Presse|2023-11-03T04:10:57.000Z|When Israeli mother Maayan Zin scrolls through her phone, she sees her worst nightmare and her only glimmer of hope as she desperately awaits news of her two young daughters, believed held hostage by Hamas.Every day since the militant group’s October 7 attack, she has re-watched a video of Hamas gunmen looming over her kneeling eight-year-old Ela, and a photo published online of 15-year-old Dafna inside Gaza.They serve as the closest thing to proof-of-life Zin can get – but also a reminder of the horrors she fears her children are enduring in the war-torn and besieged Palestinian territory.The agony of having your children taken hostage is a “permanent roller coaster”, said the 52-year-old mother whose ex-husband, the father of the girls, was among those killed.Hamas fighters infiltrating the Israel-Gaza border on October 7. Photo: Hamas via Reuters“Sometimes I imagine they rape them, they hit them,” she said at her home in Kiryat Ono near Tel Aviv.
https://www.scmp.com/news/world/americas/article/3240172/un-votes-overwhelmingly-end-us-embargo-cuba-us-and-israel-oppose|UN votes overwhelmingly to end US embargo on Cuba. US and Israel oppose|Reuters|2023-11-03T03:11:24.000Z|The UN General Assembly called for the 31st time on the United States to end its decades-long trade embargo against Cuba as the communist-run island suffers its worst economic crisis in decades, with shortages of food, fuel and medicine.The non-binding resolution was approved by 187 countries and opposed only by the United States and Israel, with Ukraine abstaining. Somalia, Venezuela and Moldova didn’t vote.The “yes” vote was up from 185 last year and 184 in 2021, and it tied the 2019 vote of 187.Cuban Foreign Minister Bruno Rodriguez said in a speech before the assembly that the “blockade prevents Cuba from accessing food, medicines, and technological and medical equipment”.Cuba’s Fidel Castro speaking to United Nations General Assembly in 1960. File photo: APHavana is also prohibited from exporting to the neighbouring United States, Rodriguez said, curtailing access to a massive market for its goods and costing Cuba nearly US$5 billion in losses in 2022 alone.
https://www.scmp.com/news/asia/east-asia/article/3240157/us-laser-focused-asia-blinken-trip-japan-south-korea-and-india-amid-israel-gaza-war-china-tensions|US ‘laser-focused’ on Asia with Blinken trip to Japan, South Korea and India, amid Israel-Gaza war, China tensions: diplomat|Kyodo|2023-11-03T02:35:08.000Z|US Secretary of State Antony Blinken’s trip next week to Japan, South Korea and India even amid the Israel-Gaza war and other global challenges shows that the United States remains “laser-focused” on the Indo-Pacific region, a senior diplomat said on Thursday.When he meets separately with Japanese Prime Minister Fumio Kishida and Foreign Minister Yoko Kamikawa, Blinken will discuss unfolding events in the Middle East and issues such as support for Ukraine, according to Daniel Kritenbrink, the top US diplomat for East Asia.Blinken will visit Tokyo to attend a two-day meeting of the Group of Seven (G7) foreign ministers beginning on Tuesday, after travelling to Israel and Jordan.Before leaving for the Middle East, Blinken told reporters his major objectives there will be to receive a military update from Israel and to discuss ways to protect civilians and continue to deliver humanitarian aid in the Gaza Strip.US. Secretary of State Antony Blinken is making a trip to Japan, South Korea and India next week to show Washington’s “enduring commitment to and focus on the Indo-Pacific”. Photo: Getty Images/AFPKritenbrink, who previewed the Asia leg of Blinken’s nine-day tour before the secretary’s departure on Thursday, said his planned talks in Tokyo, Seoul and New Delhi show Washington’s “enduring commitment to and focus on the Indo-Pacific.”
https://www.scmp.com/comment/opinion/article/3239963/israel-gaza-war-here-are-two-things-we-can-least-all-agree|Israel-Gaza war: here are 2 things we can at least all agree on|Bernard Chan|2023-11-03T01:30:18.000Z|The unbelievably cruel and tragic events of October 7 have opened wounds that will never heal for some; for many, healing will take decades, if not generations. When  Hamas militia  rampaged into Israel, abducting and murdering innocent men, women and children, including babies and the elderly, much of the vicious horror that ensued was live-streamed on social media.This was a harsh reminder of this historic conflict’s capacity for brutality and its immeasurable impact on ordinary, vulnerable and innocent families. People from at least 35 countries are reportedly dead, missing or among the  hostages.There has rightly been an outpouring of sympathy for Israel from Western government leaders whose support for the country is deeply embedded. Unfortunately, there seems to be less of an appetite to pursue a peaceful solution or intervene to stop the tragedy, which is  escalating by the hour and devastating the lives of millions of helpless, innocent Palestinian men, women and children.There is an enormous and growing concern regarding the  siege of Gaza, where communities are trapped in one of the world’s most densely populated areas, devoid of safe shelter amid  relentless military strikes. These people are being denied access to food, clean water and power. What little  humanitarian aid trickling in is entirely inadequate.
https://www.scmp.com/news/world/united-states-canada/article/3240154/us-republicans-advance-israel-funding-without-ukraine-aid-defying-joe-biden|US Republicans advance Israel funding without Ukraine aid, defying Joe Biden|Agence France-Presse|2023-11-02T23:40:20.000Z|The Republican-led lower chamber of Congress passed a US$14 billion aid package for Israel on Thursday, defying US President Joe Biden’s request to also include more money for Ukraine and other pressing priorities.The bill, which diverts funding budgeted to the US tax collection agency, is almost certain to fail in the Democratic-controlled Senate, while Biden has also threatened to veto it.The White House has requested a larger, multifaceted package of support for both Israel and Ukraine, as well as humanitarian aid for Gaza and additional funding for US border-related projects.But debate over the key issues is just beginning in earnest after a weeks-long delay while House Republicans struggled to name a new speaker, and it is unclear what, if anything, can get through both chambers.US Speaker of the House Mike Johnson speaks to reporters in Washington on Thursday ahead of the debate and vote on supplemental aid to Israel. Photo: APBoth Democrats and Republicans in Congress want to promptly adopt military aid for Israel, a long-standing US partner at war with Hamas. Things get more complicated, however, when it comes to Ukraine.
https://www.scmp.com/news/china/military/article/3239821/israel-gaza-war-chinas-stance-belies-years-cooperation-including-arms-deals-israel|Israel-Gaza war: China’s stance belies years of cooperation, including arms deals, with Israel|Liu Zhen|2023-11-02T22:00:16.000Z| China’s stance on the war in Gaza has  disappointed Israel. As Israeli forces have conducted air strikes and land operations in retaliation for Hamas’ attack in early October, Beijing has repeatedly  accused Israel of going “beyond self-defence” in its retaliation, and  vetoed a US-led resolution in the United Nations that reaffirmed the “inherent right of all states”.But it was not always the case.Before the US-China rivalry significantly reshaped the superpowers’ relationship with each other and their allies, China and Israel enjoyed cosy ties and military links so close that Washington found it necessary to intervene.That relationship has faded in recent decades – Israel’s dependence on the United States and the structural contradictions in China-US relations gradually chipped away at the close strategic ties between China and Israel.
https://www.scmp.com/news/world/middle-east/article/3240151/israel-says-it-has-gaza-city-surrounded|Israel’s military says it has Gaza City surrounded|Agence France-Presse|2023-11-02T20:45:51.000Z|"Israel’s military said its forces have surrounded Gaza City in the Hamas-run and densely populated Palestinian territory as they pressed their assault against the Islamist group.The Ezzedine Al-Qassam Brigades, the military wing of Hamas, warned Israel that its invading soldiers would go home “in black bags”.Spokesman Abu Obeida said: “Gaza will be the curse of history for Israel”.The Hamas warning came after Israeli military spokesman Daniel Hagari said troops had completely surrounded Gaza City after days of expanding ground operations.


“Israeli soldiers have completed the encirclement of the city of Gaza, the centre of the Hamas terror organisation,” Hagari told journalists on Thursday."
https://www.scmp.com/news/world/middle-east/article/3240136/israel-gaza-war-hamas-fighters-seek-block-israeli-armys-advance-gaza-city-hospitals-are-beyond|Israel-Gaza war: Hamas fighters seek to block Israeli army’s advance on Gaza City, hospitals are beyond ‘catastrophic’|Reuters|2023-11-02T13:42:48.000Z|An Israeli strike hit a residential building in the Bureij refugee camp in central Gaza on Thursday, killing at least 15 people, Gaza’s Civil Defense spokesperson said.Speaking to Qatar’s Al Jazeera television, Mahmoud Bassal said it has been difficult for civil defence vehicles and first responders to arrive to clear the rubble.Residents said dozens of people were trapped under the rubble. The strike created a large crater and severely damaged the surrounding buildings. A survivor speaking to the television network compared it to an earthquake.Bassal said Gaza Civil Defense paramedics and first-responders are struggling because of crippled infrastructure and fuel shortages. He said they have relied on donations of fuel by individual Palestinians from their personal supplies to run ambulances and other vehicles. Israel has banned the transport of fuel into Gaza.
https://www.scmp.com/news/china/diplomacy/article/3240129/israel-gaza-and-why-talk-double-standards-trending-chinese-internet|Israel, Gaza and why talk of ‘double standards’ is trending on the Chinese internet|Hayley Wong|2023-11-02T12:31:22.000Z|The  Israel-Gaza conflict has become a latest front in the China-US narrative war, with some Chinese official and influencer online accounts ramping up criticism over “double standards” by Israel and the West.“The United States and Israel selectively use morality. The world has always been unreasonable,”  Hu Xijin, former editor-in-chief of nationalist tabloid Global Times, wrote in a post on Weibo on Wednesday.Hu, who has nearly 25 million followers on the platform, championed Beijing’s position, saying China had rejected “morality that was favourable to oneself” to “preside over truthful righteousness” by promoting humanitarianism and rejecting violence from all sides.Hu’s comments added to the online discussion of “double standards” – or shuangbiao in Mandarin – that prevailed after Queen Rania of Jordan last week accused the West of turning a blind eye to the Israeli attacks faced by Palestinians.
https://www.scmp.com/week-asia/article/3240124/israel-gaza-war-flashlights-and-patients-corridors-how-indonesian-hospital-struggling-function-amid|Israel-Gaza war: flashlights and patients in corridors – how an Indonesian hospital is struggling to function amid bombings|Resty Woro Yuniar|2023-11-02T12:10:20.000Z|In war-torn Gaza Strip, bodies wrapped in white cloth have since Monday been lined up at the side of the Indonesian Hospital, where most victims of two Israeli assaults on the Jabalia refugee camp – the largest in the territory – are being treated.The hospital was on Thursday using a backup generator with only one day’s supply of fuel, as Indonesia intensifies diplomatic efforts to get more humanitarian aid from Egypt into the area.The 110-bed facility was inaugurated in 2016 by former Indonesian vice-president Jusuf Kalla, who dubbed it “a symbol of cooperation” between Indonesians and Palestinians.Workers from the Medical Emergency Rescue Committee (Mer-C) attend to victims of an Israeli attack. Photo: Handout/Mer-CFikri Rofiul Haq, a volunteer in Gaza with Indonesia-based Medical Emergency Rescue Committee (Mer-C), which built the hospital in 2011 using nearly US$8 million in funds donated entirely by Indonesians, said on Wednesday that the hospital only had 48 hours before it ran out of fuel for generators.
https://www.scmp.com/news/china/diplomacy/article/3240061/israels-close-economic-relationship-china-worked-well-until-gaza-conflict-revealed-its-limits|Israel’s close economic ties with China worked well – until the Gaza conflict|Hayley Wong|2023-11-02T06:49:18.000Z|"For years Israel’s economic ties with China worked well, attracting billion of dollars in Chinese investment to its hi-tech industries and infrastructure.Then last month Hamas attacked Israel and China has not spoken out against the group.Beijing also vetoed a US-backed proposal at the UN Security Council last month because it did not call for a ceasefire in the  Israel-Gaza war, drawing criticism from Israel’s representative to the United Nations.Analysts said the war revealed the limits of the one-time growing partnership between China and Israel. But the extent of the impact on Israel’s China policy remains to be seen.
03:05Humanitarian crisis unfolding in Gaza as food supplies run out after total Israeli blockadeHumanitarian crisis unfolding in Gaza as food supplies run out after total Israeli blockadeChina’s lack of condemnation of Hamas, together with some anti-Israel rhetoric on Chinese social media, had made Israelis realise that China chooses sides, said Gedaliah Afterman, the head of Asia policy programme at the Abba Eban Institute for Diplomacy and Foreign Relations in Israel."
https://www.scmp.com/comment/opinion/article/3239946/israels-borders-are-safe-gaza-war-puts-its-future-security-peril|Israel’s borders are safe, but Gaza war puts its future security in peril|Richard Harris|2023-11-02T05:30:17.000Z|One of the world’s largest industries in terms of litres of printer’s ink is forecasting the future. We all want to know what risks are coming so we can prepare against the bad stuff and look forward to the good. Forecasting is difficult, and prediction is impossible. Forecasting tools range from fortune-tellers to highly sophisticated, casino-busting analytical models. All forecasters have a probability of getting it wrong, and the best can only find indicators of the future by looking to understand the past. The idea is that history repeats itself.In reality, history often doesn’t repeat itself but more commonly rhymes. We often see déjà vu happening all over again and take that as a guide that we will see a similar outcome as before, hoping that this time it is not too different.History is an uncertain guide because the exact circumstances are unrepeatable. Dominant narratives flow and bifurcate like a river; they can be strong and dominant upstream but turn out to be fake, off-target or misleading as time goes on.
https://www.scmp.com/news/world/middle-east/article/3240041/israels-netanyahu-faces-reckoning-over-hamas-disaster|Israel’s Netanyahu faces reckoning over Hamas disaster|Reuters|2023-11-02T03:46:33.000Z|Prime Minister Benjamin Netanyahu built his reputation as a security hawk on the back of his service in an elite special forces unit that carried out some of Israel’s most daring hostage rescues.His legacy as his country’s longest serving leader will now be shaped by one of the worst security failures it has known and by the fate of more than 200 hostages seized by Palestinian Hamas gunmen from Gaza who Israel says killed 1,400 people on the deadliest day of its 75-year-old history.The scale of the killing, accounts of trauma and images of the violence that emerged from the southern Israeli communities around Gaza have shaken the country.In his sixth term as prime minister, Netanyahu, 74, heads one of Israel’s most extreme right-wing coalitions and has come under increasing pressure as the initial shock has given way to fury at the failures that allowed the attack to take place.Israeli hostages identified as Yelena Trupanob, Daniel Aloni and Rimon Kirsht, in a video released by Hamas this week. Photo: dpaHe has refused to accept responsibility, saying only that everyone will have to answer difficult questions when the war with Hamas is over, and in one of his rare press conferences, dismissed a question asking if he would resign.
https://www.scmp.com/news/world/middle-east/article/3240035/israel-gaza-war-joe-biden-urges-pause-fighting-hostage-release|Israel-Gaza war: Joe Biden urges ‘pause’ in fighting for hostage release|Bloomberg|2023-11-02T02:58:50.000Z|US President Joe Biden said on Wednesday that Israel and Hamas militants ought to “pause” fighting in order to allow time to free hostages held in the Gaza Strip, but stopped short of supporting a full ceasefire.Biden made the comments while replying to a protester during a political fundraiser in Minneapolis. The president had travelled to Minnesota to garner support for his economic policies and raise money for his re-election.Progressive groups, as well as Muslim and Arab Americans, have criticised Biden over his support for Israel’s campaign against Hamas that has resulted in thousands of civilian deaths in Gaza.The protester interrupted Biden, saying “I need you to call for a ceasefire right now”.Israeli armoured vehicles at a location given as Gaza. Photo: Israel Defence Forces via ReutersThe president said: “I think we need a pause,” adding: “A pause means give time to get the prisoners out”.
https://www.scmp.com/news/world/middle-east/article/3240027/israels-strikes-gaza-refugee-camp-could-be-war-crimes-un-says|Israel’s strikes on Gaza refugee camp could be war crimes, UN says|Agence France-Presse|2023-11-01T22:23:48.000Z|"Deadly Israeli air strikes on the Gaza Strip’s largest refugee camp “could amount to war crimes”, the UN Human Rights Office said on Wednesday.Israeli strikes have targeted the Jabalia refugee camp twice in two days. Gaza’s Hamas-run government media office said on Thursday that at least 195 Palestinians were killed in the two Israeli attacks, with 120 still missing under the rubble. At least 777 more were wounded, it said in a statement.“Given the high number of civilian casualties & the scale of destruction following Israeli air strikes on Jabalia refugee camp, we have serious concerns that these are disproportionate attacks that could amount to war crimes,” the UN Human Rights Office wrote on X, formerly Twitter.Israel said Tuesday’s raid was a successful hit on top Hamas commander Ibrahim Biari, and that the Wednesday attack killed Muhammad A’sar, the head of the group’s anti-tank missile unit.


Israel has relentlessly pounded Gaza in retribution for the worst attack in the country’s history."
https://www.scmp.com/news/china/article/3240026/china-will-focus-israel-hamas-ceasefire-un-security-council-president-its-ambassador-says|China will focus on Israel-Hamas ceasefire as UN Security Council president, its ambassador says|Mark Magnier|2023-11-01T21:45:46.000Z|"China will focus on helping effect a ceasefire in  Israel and Gaza, ensure humanitarian aid flows to Palestinians and push for a political settlement based on a two-state solution, Beijing’s top  United Nations diplomat said as the country assumed the presidency of the UN Security Council on Wednesday.The one-month term in the rotating presidency comes as the council faces growing pressure to bring an end to the Middle East crisis – or even agree on a unified stance – amid sharpening criticism that the body is partisan, costly and ineffective in an increasingly unstable world.Zhang Jun, China’s ambassador to the UN, told reporters in a briefing on Wednesday that his country was “not that influential” in the region but would do its best.“We want to stop the conflict, we want to see this ceasefire to be realised, we want to have less people to be killed, less casualties,” Zhang said. “And we do not have any private interest in that region … But we are on the side of peace and we are on the side of justice.”
Hamas, which governs the densely populated Gaza Strip and is listed as a terrorist organisation by Washington, attacked  Israel on October 7, killing some 1,400 people, according to Israel. And at least 8,800 Gaza residents have been killed in Israeli counterstrikes, according to the Gaza Health Ministry."
https://www.scmp.com/comment/opinion/article/3239699/israel-gaza-war-how-china-prioritising-politics-over-economic-interests-middle-east|Israel-Gaza war: how China is prioritising politics over economic interests in the Middle East|Shlomo Roiter Jesner|2023-11-01T21:30:08.000Z|As the  Israel-Hamas war rages in the Middle East, the international community is debating the extent to which this conflict might spiral into a regional catastrophe.For Israel, this war is its most existentially threatening since its 1948 War of Independence. For the world, the stakes have not been higher since the 1973  Yom Kippur War between Israel and Egypt, when Russian and American intervention took it to the brink of atomic war.The current war began on  October 7 with a surprise attack by Hamas terrorists on Israeli communities bordering Gaza. The atrocities were some of the worst committed since Israel’s founding. Since then, the blaze of conflict has threatened to expand and the Middle East has come closer to the brink of regional war.Iranian proxies in Iraq and Lebanon are attacking American and Israeli assets, and the United States is taking a  more active role in the region than it has in well over a decade. This has included placing the world’s largest aircraft carrier, the  USS Gerald R. Ford, and a carrier strike group on standby in the East Mediterranean.
https://www.scmp.com/comment/opinion/article/3239839/apec-summit-trade-flourish-us-and-china-must-lead-global-peacemaking-efforts|Apec summit: for trade to flourish, US and China must lead global peacemaking efforts|Christopher Tang|2023-11-01T12:30:12.000Z|The Apec summit, set to be held in San Francisco in mid-November, will see 21 global leaders from the Asia-Pacific and North and South America discuss ways to become more interconnected, innovative and inclusive – the economic forum’s three overarching policy priorities.But, in enabling  conversations on the sidelines between these leaders, the Asia-Pacific Economic Cooperation forum also offers its members the potential to find new ways to bolster peace processes and stabilise conflict-affected areas.Founded in 1989,  Apec is an intergovernmental forum whose members include the United States, China, Russia, the Philippines, Taipei, Chile and Mexico. The common goal is to improve the region’s economic prosperity. But, while trade promotes peace, trade relationships cannot be sustained without peace.Some Apec members are either involved in conflicts with each other or have different opinions over the  Russia-Ukraine war, the  Israel-Hamas war, the  South China Sea territorial disputes, or the escalating US-China tensions. These political issues can make it challenging for Apec leaders to focus their discussions on regional trade and environmental sustainability issues.
https://www.scmp.com/news/world/middle-east/article/3239971/israel-gaza-war-foreigners-wounded-set-leave-gaza-israeli-offensive-intensifies|Israel-Gaza war: first evacuees leave Gaza for Egypt as Israeli offensive intensifies|Agence France-Presse|2023-11-01T10:27:48.000Z|Israeli air strikes hit apartment buildings in a Gaza refugee camp for the second day in a row on Wednesday, Palestinian officials said, as the territory’s only functioning border post opened to allow foreign passport holders to leave for the first time since war broke out over three weeks ago.Ambulances began to transport wounded residents out of the enclave for urgent medical care in Egypt, with hundreds of desperate foreign passport holders also starting to flee.The evacuation of the first people to escape the besieged territory provided a rare glimmer of hope in an otherwise desolate humanitarian crisis, with 8,796 people killed in Israeli bombing, according to the Hamas-run health ministry on Wednesday, including 3,648 children.The Qatari-mediated evacuation deal – reached between Egypt, Israel and Hamas, and in coordination with the United States – followed yet more bloodshed, including an Israeli air strike on Tuesday that killed at least 47 in a refugee camp, according to Palestinian health officials.
