link|title|author|date|content
https://www.cnn.com/2023/11/18/world/gaza-school-strike-video/index.html|Video shows dozens of bodies after alleged attack at UN-run school in Gaza|cnn|2023-11-19T22:25:26.576Z|A school run by the United Nations in northern Gaza has been hit with apparently devastating impact, the UN confirmed Saturday, in what a top UN official described as a “horrifying” incident.
https://www.cnn.com/2023/11/18/world/netanyahu-hamas-hostages-israel/index.html|Israel’s Benjamin Netanyahu battles on all fronts, amid growing pressure to free hostages|cnn|2023-11-18T20:49:16.263Z|Waving Israeli flags, with posters of hostages draped on their backs, families of Gaza hostages and thousands of their supporters walked through the foothills of Jerusalem and towards the residence of Israel’s Prime Minister Benjamin Netanyahu, whose government many of them blame for the fate of their loved ones.
https://www.cnn.com/2023/11/18/us/hate-crimes-surge-us-jews-react-reaj/index.html|The Israel-Hamas war is driving a surge in US hate crimes. These Jewish Americans say it’s changing the way they live|cnn|2023-11-18T15:06:53.391Z|Some Jewish Americans told CNN they are now hiding their kippahs, refusing to wear their Star of David necklaces and changing long-held traditions for religious holidays.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-18-23/index.html|November 18, 2023 Israel-Hamas war|cnn|2023-11-19T05:04:45.994Z|Israel’s military says its troops will advance to anywhere Hamas is found, amid growing indications that an offensive into southern Gaza could be imminent.
https://www.cnn.com/2023/11/17/world/israel-investigates-sexual-violence-hamas/index.html|Israel investigates sexual violence committed by Hamas as part of October 7 horror|cnn|2023-11-20T01:48:59.982Z|Israeli police are using forensic evidence, video and witness testimony and interrogations of suspects to document cases of rape amid the October 7 Hamas attacks on Israel.
https://www.cnn.com/2023/11/18/opinions/gaza-humanitarian-catastrophe-lawyer-ashour-intl-hnk/index.html|Opinion: ‘Beyond what a human being can endure.’ A lawyer on life in Gaza|cnn|2023-11-18T04:39:47.527Z|In southern Gaza, lawyer Fatma Ashour writes on nightmarish conditions where water, food and fuel are almost nonexistent.
https://www.cnn.com/2023/11/17/middleeast/israel-gaza-war-crimes-icc-referral/index.html|Five countries ask International Criminal Court to investigate the situation in Palestinian territories|cnn|2023-11-17T23:18:56.715Z|The International Criminal Court’s prosecutor Karim Khan says his office has received a referral from five countries to investigate whether crimes have been committed in the Palestinian territories as part of Israel’s response to the October 7 Hamas terror attacks.
https://www.cnn.com/2023/11/17/opinions/ceasefire-will-not-work-israel-hamas-klompas/index.html|Opinion: The problem with a Gaza ceasefire right now|cnn|2023-11-17T20:14:22.556Z|Accepting a ceasefire now in the Israel-Hamas war will cost many more lives in the long run, writes Aviva Klompas.
https://www.cnn.com/2023/11/17/politics/hamas-israel-drones-hostage-negotiations/index.html|Hamas has demanded Israel stop flying drones over Gaza in hostage negotiations, sources say|cnn|2023-11-17T18:25:54.383Z|Hamas has demanded that Israel stop flying surveillance drones over Gaza as part of its request that Israel pause its military operations in exchange for freeing hostages held by the terrorist group, according to two Israeli officials and third source familiar with the ongoing negotiations.
https://www.cnn.com/2023/11/17/middleeast/israel-al-shifa-gaza-what-we-know-intl/index.html|What we know about what Israel has found at Al-Shifa|cnn|2023-11-20T02:03:23.034Z|Gaza’s largest hospital, Al-Shifa, has become a flashpoint in the conflict that began when Hamas militants crossed the border into Israel on October 7, killing around 1,200 people.
https://www.cnn.com/2023/11/17/middleeast/post-war-gaza-plan-israel-intl/index.html|Israel is tightening its control of northern Gaza. But there is no clear post-war strategy in sight|cnn|2023-11-17T13:31:22.260Z|The Israeli military is tightening its grip on northern Gaza, as its war on the Hamas militant group is showing no signs of abating.
https://www.cnn.com/2023/11/17/media/gaza-ukraine-war-news-coverage/index.html|Putin’s brutal war on Ukraine vanishes from news coverage amid raging conflict in Gaza|cnn|2023-11-17T14:49:23.445Z|Vladimir Putin’s campaign of brutality against Ukraine is receiving much less attention from the press than it did prior to the Israel-Hamas conflict breaking out.
https://www.cnn.com/2023/11/17/us/israeli-palestinian-voices-rallies/index.html|What pro-Palestinian and pro-Israeli supporters want you to know|cnn|2023-11-18T18:50:41.364Z|As Israel and Hamas enter their second month of hostilities, large crowds have gathered at rallies around the world to express outrage about the ongoing conflict.
https://www.cnn.com/2023/11/17/middleeast/disabled-palestinians-gaza-survival-intl-cmd/index.html|‘Where will I leave these children, on the street?’ The struggle for survival faced by disabled Palestinians in Gaza|cnn|2023-11-17T17:46:20.374Z|Since Israel’s complete siege on Gaza began, Hazem Saeed Al-Naizi, the director of an orphanage in Gaza City, had been gripped with fear, worried about when food, water and other basic necessities might run out for the dozens of children and young people in his care, most of whom are living with disabilities.
https://www.cnn.com/2023/11/17/opinions/israel-approach-palestinian-authority-west-bank-ibish/index.html|Opinion: Israel’s Palestinian strategy was a grave miscalculation|cnn|2023-11-17T14:25:48.472Z|If Israel really wants to marginalize Hamas, it should rethink its attitude to Hamas’ archrivals: the Palestinian Authority in the West Bank, writes Hussein Ibish.
https://www.cnn.com/2023/11/17/middleeast/israel-alleged-hamas-tunnel-al-shifa-intl-hnk/index.html|UN Human Rights chief calls for independent investigation into Al-Shifa hospital claims|cnn|2023-11-17T07:53:06.615Z|The United Nations’ human rights chief has called on Israel to give his team access to Al-Shifa hospital in Gaza City, after Israel’s military released video of what it called an “operational tunnel shaft” in the complex’s grounds, a claim immediately rejected by Hamas and medical administrators as “ridiculous.”
https://www.cnn.com/2023/11/17/politics/democrats-israel-biden-2024/index.html|Protests encapsulate progressive angst that could imperil Biden’s 2024 campaign|cnn|2023-11-17T05:00:03.083Z|Israel could not have asked for a better friend than President Joe Biden.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-17-23/index.html|November 17, 2023 Israel-Hamas war|cnn|2023-11-18T05:03:55.666Z|Israeli troops will advance to anywhere Hamas is found, including the southern part of the Gaza Strip, a military spokesperson said, amid growing indications that an offensive into the southern part could be imminent.
https://www.cnn.com/2023/11/16/politics/protests-palestine-israel-biden-what-matters/index.html|Pro-Palestinian protests evacuated the DNC, stopped traffic on the Bay Bridge and are following Joe Biden around the country|cnn|2023-11-16T22:32:16.090Z|A few people can make a very big scene. Pro-Palestinian protests evacuated the DNC, stopped traffic on the Bay Bridge and are following President Joe Biden around the country.
https://www.cnn.com/2023/11/16/style/national-book-awards-2023-ceasefire-book-bans-cec/index.html|The former host of ‘Reading Rainbow’ used to encourage kids to read books. Now he’s telling adults not to ban them|cnn|2023-11-17T01:13:24.370Z|As the National Book Awards came to a close on Wednesday, finalists for the prestigious literary prizes took the stage in New York to speak about the Israel-Hamas war. Others spoke out against book bans.
https://www.cnn.com/2023/11/16/business/antisemitism-college-israel-nir-barkat/index.html|Top Israeli official has a warning for US universities|cnn|2023-11-16T23:40:15.440Z|Nir Barkat, Israel’s minister of economy and industry, is warning American universities to crack down on antisemitism.
https://www.cnn.com/2023/11/16/middleeast/israeli-hostage-yehudit-waiss-shifa-gaza-intl/index.html|Body of Israeli hostage found near Al-Shifa hospital, IDF says|cnn|2023-11-17T18:32:17.396Z|A 65-year-old Israeli woman who was kidnapped by Hamas militants on October 7 has been found dead near Gaza’s Al-Shifa hospital, the Israeli army said Thursday evening.
https://www.cnn.com/2023/11/16/middleeast/israel-hamas-gaza-war-crimes-international-law-explainer-intl/index.html|Have war crimes been committed in Israel and Gaza and what laws govern the conflict?|cnn|2023-11-16T18:10:57.735Z|Since Hamas launched its brazen October 7 attack and Israel responded with intensive air strikes and a ground offensive, both sides have been accused of war crimes.
https://www.cnn.com/2023/11/16/middleeast/israel-leaflets-evacuate-south-gaza-hamas-intl/index.html|Israel drops leaflets on parts of southern Gaza suggesting possible expansion of offensive against Hamas|cnn|2023-11-16T16:59:41.222Z|Israel has dropped leaflets across parts of southern Gaza calling on civilians to evacuate and “head towards known shelters,” indicating that Israel could soon expand its ground operation against Hamas southwards, after it claimed control of the north of the Strip earlier this week.
https://www.cnn.com/2023/11/16/us/paul-kessler-arrest-israel-hamas-protests/index.html|Man arrested and charged in death of Jewish protester in California after confrontation over Israel-Hamas war|cnn|2023-11-17T13:00:48.956Z|A 50-year-old man has been arrested in connection with the death of a Jewish protester who fell and hit his head during pro-Israeli and pro-Palestinian protests in Southern California earlier this month, the Ventura County Sheriff’s Office said Thursday.
https://www.cnn.com/2023/11/16/us/5-things-to-know-for-nov-16-biden-xi-israel-government-shutdown-immigration-spacex/index.html|5 things to know for Nov. 16: Biden-Xi, Israel, Government shutdown, Immigration, SpaceX|cnn|2023-11-16T11:54:23.608Z|CNN’s 5 Things brings you the news you need to know every morning.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-16-23/index.html|November 16, 2023 Israel-Hamas war|cnn|2023-11-17T19:48:14.205Z|Israel released a photo and video of an alleged “operational tunnel shaft” it claimed was found in the Al-Shifa Hospital complex in Gaza. Hamas rejected the claim as “baseless lies.”
https://www.cnn.com/2023/11/15/politics/dnc-headquarters-violent-protest-democrats-evacuated/index.html|Top House Democrats evacuated from DNC headquarters as police clash with protesters calling for Gaza ceasefire|cnn|2023-11-17T03:41:50.841Z|Law enforcement clashed with protesters calling for a ceasefire in the Israel-Hamas war outside of the Washington headquarters of the Democratic National Committee Wednesday night after authorities said the demonstration turned violent and lawmakers were evacuated from the building.
https://www.cnn.com/2023/11/15/world/un-security-council-humanitarian-pauses-gaza-intl/index.html|UN Security Council adopts resolution calling for urgent ‘humanitarian pauses and corridors’ in Gaza|cnn|2023-11-16T00:23:05.417Z|The UN Security Council has approved a resolution calling for “humanitarian pauses and corridors” in war-torn Gaza, a breakthrough after weeks of bitter negotiations.
https://www.cnn.com/2023/11/15/middleeast/bodycam-video-hamas-massacre-tunnels-intl/index.html|Exclusive: Bodycam video shows early moments of Hamas massacre in Israel and tunnels under Gaza|cnn|2023-11-15T21:27:51.867Z|On the eastern edge of Gaza, dawn is still a few minutes away on the morning of October 7. A group of Hamas militants wait, some packed into a white pickup truck, others on motorbikes. They run through a few final checks, making sure they are recording video and that their weapons are ready.
https://www.cnn.com/2023/11/15/middleeast/biden-father-american-teen-gaza-intl/index.html|Father of injured American teen in Gaza calls on Biden to do more to protect US citizens|cnn|2023-11-15T14:04:29.662Z|A trip to see family in Gaza has turned into a nightmare for 17-year-old Farah Abuolba.
https://www.cnn.com/2023/11/15/middleeast/al-shifa-hospital-gaza-israel-explained-mime-intl/index.html|Why Gaza’s largest hospital has become the ‘epicenter’ of Israel’s war on Hamas|cnn|2023-11-17T20:33:20.817Z|Gaza’s largest hospital has become a microcosm of the wider war and the rhetoric around it. Here’s what to know.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-15-23/index.html|November 15, 2023 Israel-Hamas war|cnn|2023-11-16T05:09:26.179Z|Israeli forces raided Gaza’s biggest hospital in what the military said was a “precise and targeted operation.” Soldiers found “military equipment used by Hamas,” the military said in a statement but offered no evidence yet of a vast tunnel network it claimed was used by Hamas.
https://www.cnn.com/2023/11/15/middleeast/shifa-hospital-gaza-idf-intl/index.html|Israeli troops and tanks raid Gaza’s Al-Shifa Hospital|cnn|2023-11-16T00:58:44.531Z|Israel said it had launched a military operation against Hamas early Wednesday morning inside Gaza’s largest hospital Al-Shifa, where thousands of Palestinians are believed to be sheltering.
https://www.cnn.com/2023/11/14/world/belize-suspends-diplomatic-ties-israel-ceasefire/index.html|Belize suspends diplomatic ties with Israel, renews call for ‘immediate ceasefire’|cnn|2023-11-14T23:24:22.324Z|The government of Belize will suspend diplomatic ties with Israel over its refusal to implement a ceasefire in Gaza, adding to the list of countries in the Western Hemisphere voicing anger over the Israeli government’s war conduct.
https://www.cnn.com/2023/11/14/us/hamas-israel-artificial-intelligence-hate-groups-invs/index.html|How antisemitic hate groups are using artificial intelligence in the wake of Hamas attacks|cnn|2023-11-15T02:59:11Z|Hate groups and far-right internet trolls have seized on the tensions surrounding the Israel-Hamas war, while leveraging advances in artificial intelligence to further stoke antisemitism in the United States.
https://www.cnn.com/2023/11/14/politics/document-iran-hamas-weapons/index.html|Exclusive: Found document suggests Iran sought to help Hamas make its own weapons ahead of attack, sources say|cnn|2023-11-14T23:01:59.079Z|A document recovered from a computer found inside a Hamas pickup truck outside Gaza, obtained by CNN from Israeli officials, shows a Hamas military commander requesting a scholarship for Hamas operatives to study engineering, physics and technology at universities in Iran.
https://www.cnn.com/2023/11/14/politics/white-house-hamas-al-shifa/index.html|White House says intelligence shows Hamas using al-Shifa hospital for command node, storing weapons|cnn|2023-11-15T00:47:45.650Z|The White House said Tuesday that Hamas is storing weapons and operating a command center from the al-Shifa hospital in Gaza, revealing publicly what US intelligence has shown is underneath the medical facility.
https://www.cnn.com/2023/11/14/politics/biden-hamas-hostages-negotiations/index.html|Biden says a deal to free hostages held by Hamas is ‘going to happen’ as officials say they are nearing an agreement|cnn|2023-11-15T02:21:14.230Z|Biden says a deal to free hostages held by Hamas is ‘going to happen’ as officials say they are nearing an agreement
https://www.cnn.com/2023/11/14/us/march-for-israel-washington-security/index.html|Families of hostages kidnapped by Hamas give heart-wrenching details at the packed ‘March for Israel’ in DC|cnn|2023-11-20T05:01:06.287Z|Alana Zeitchik stood alone before a massive crowd that filled the National Mall. But she represented countless families in the US and around the world ripped apart by Hamas’ mass kidnappings and slaughter in Israel.
https://www.cnn.com/2023/11/14/politics/biden-israel-ukraine-xi-jinping/index.html|Biden preparing to discuss Israel and Ukraine wars with Xi – and make case to Beijing for containment|cnn|2023-11-14T16:22:40.496Z|When President Joe Biden meets Chinese President Xi Jinping on Wednesday for a rare, high-stakes summit, two major wars – the Ukraine-Russia conflict, now deep into its second year, and the Israel-Hamas war that has entered its second deadly month – will serve as the backdrop amid extraordinary global tumult.
https://www.cnn.com/2023/11/14/politics/former-biden-obama-officials-appreciation-israel-support/index.html|Former Biden and Obama officials give president a boost over his Israel support amid party divide|cnn|2023-11-14T16:41:54.738Z|A high-profile group of former Biden and Obama administration and campaign officials sent a message of support to President Joe Biden for his backing of Israel in the wake of the October 7 attacks by Hamas as he faces division within his own party on the matter.
https://www.cnn.com/2023/11/14/middleeast/israel-alleges-hamas-armory-under-hospital-in-gaza-hnk-intl/index.html|Israel shows alleged Hamas ‘armory’ under children’s hospital in Gaza. Local health officials dismiss the claims|cnn|2023-11-14T17:15:59.281Z|The Israeli military’s focus on hospitals in Gaza is growing more intense with a spokesperson inviting news media to visit a medical center for children on Monday, where he alleged parts of the basement had been a Hamas “command and control center” and may have been used to hold hostages.
https://www.cnn.com/2023/11/14/middleeast/israel-guns-hamas-far-right/index.html|Israelis are arming up in the aftermath of Hamas’ attack. Some are worried it is playing to the far right’s vision for the country|cnn|2023-11-14T11:42:41.573Z|Behind tables laden with more than 50 assault rifles, Israel’s far-right national security minister, Itamar Ben Gvir, smiled at a crowd of people who had come to the coastal city of Caesarea for a ceremony to receive the firearms.
https://www.cnn.com/2023/11/14/middleeast/united-nations-staff-deaths-gaza-intl-hnk/index.html|UN mourns the deaths of more than 100 aid workers in Gaza, the highest number killed in any conflict in its history|cnn|2023-11-14T17:05:03.496Z|More United Nations staff members have been killed in Gaza than in any other single conflict in the organization’s 78-year history, the UN said Monday, a stark reminder that humanitarian workers from global agencies have not been spared from Israel’s relentless bombardment of the besieged strip.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-14-23/index.html|November 14, 2023 Israel-Hamas war|cnn|2023-11-15T05:07:54.386Z|Israel says its forces are carrying out a “precise and targeted operation” at the Al-Shifa Hospital. Israel has claimed the hospital, the largest in the Gaza Strip, includes a Hamas command center, an allegation denied by hospital officials and Hamas.
https://www.cnn.com/2023/11/13/politics/blinken-israel-hamas-email-staff/index.html|Blinken acknowledges disagreements within State Department on Israel-Hamas war in email to staff|cnn|2023-11-13T22:56:40.139Z|Secretary of State Antony Blinken acknowledged disagreements within the State Department over the Biden administration’s approach to Israel-Hamas war in an email to staff Monday.
https://www.cnn.com/2023/11/13/opinions/israel-gaza-ceasefire-palestinian-biden-rabbi-rosenberg/index.html|Biden told me that a pause in the fighting will save lives in Gaza. Here’s why he’s wrong|cnn|2023-11-14T16:19:04.316Z|Rabbi Jessica Rosenberg writes about attending a Biden fundraiser and challenging him to insist that Israel cease its shelling of Gaza, writing that a “pause” in the shelling “cannot truly be called “humanitarian.”
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-13-23/index.html|November 13, 2023 Israel-Hamas war|cnn|2023-11-14T05:05:31.766Z|Conditions at the Al-Shifa hospital, the largest in Gaza, are “catastrophic” as essential units have collapsed, the facility’s director told CNN.
https://www.cnn.com/2023/11/11/middleeast/west-bank-restrictions-violence-intl-cmd/index.html|West Bank Palestinians face increasing restrictions and settler violence as Gaza war escalates|cnn|2023-11-13T19:04:46.117Z|To be at work by 9 a.m., Joseph Handal gets up at 4:30 a.m., even though his workplace, a Franciscan church in the Old City of Jerusalem, is only a few miles from his home in Bethlehem.
https://www.cnn.com/2023/11/13/politics/al-shifa-hospital-us-intelligence/index.html|Hamas has command node under Al-Shifa hospital, US official says|cnn|2023-11-14T04:22:15.554Z|A US official with knowledge of American intelligence says Hamas has a command node under the Al-Shifa hospital, uses fuel intended for it and its fighters regularly cluster in and around Gaza’s largest hospital.
https://www.cnn.com/2023/11/13/politics/biden-hostage-negotiations-with-qatar-including-3-year-old-american/index.html|White House reveals 3-year-old American among Hamas hostages|cnn|2023-11-13T17:29:45.761Z|A 3-year-old American citizen toddler is one of the hostages being held by Hamas in Gaza, the White House said Sunday.
https://www.cnn.com/2023/11/13/middleeast/gaza-babies-incubators-al-shifa-hospital-israel-intl-hnk/index.html|Doctors race to save newborns as Israel says it’s battling Hamas around Gaza’s largest hospital|cnn|2023-11-14T05:43:56.036Z|Premature babies at Gaza’s largest hospital are being wrapped in foil and placed next to hot water in a desperate bid to keep them alive in “catastrophic” conditions, the hospital director has warned, as Israeli firepower pounds surrounding streets and remaining fuel reserves dry up, leaving the facility unable to function.
https://www.cnn.com/2023/11/13/sport/israel-kosovo-euro-qualifier-spt-intl/index.html|Israel’s soccer team loses to Kosovo as videos show some fans booing national anthem|cnn|2023-11-14T08:20:35.426Z|The Israeli national soccer team on Sunday played its first match since the Israel-Hamas war started, losing 1-0 against Kosovo in a European Championship qualifying match.
https://www.cnn.com/2023/10/07/world/gallery/israel-gaza-attack-2023/index.html|In pictures: Israel at war with Hamas|cnn|2023-11-20T01:21:27Z|One month ago, the Palestinian militant group Hamas launched a brutal assault on Israel, killing around 1,200 people and kidnapping more than 240, according to Israeli authorities. It was the deadliest terror attack in the country’s history.
https://www.cnn.com/2023/11/13/europe/france-march-antisemitism-israel-hamas-war-intl-hnk/index.html|More than 180,000 demonstrators march in France against antisemitism|cnn|2023-11-13T06:03:58.867Z|Tens of thousands of people took to the streets across France on Sunday to call out a sharp rise in antisemitic acts since the start of the Israel-Hamas war.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-12-23/index.html|November 12, 2023 Israel-Hamas war|cnn|2023-11-13T05:50:46.886Z|Gaza’s largest hospital is in a “catastrophic situation” amid heavy fighting nearby, health officials say.
https://www.cnn.com/2023/11/12/politics/chris-christie-israel-visit-hamas-war/index.html|GOP presidential candidate Chris Christie vows to relay ‘atrocities’ he saw in Israel upon return to US|cnn|2023-11-13T03:04:56.068Z|GOP presidential hopeful Chris Christie promised on Sunday to tell Americans of the devastation he saw in Israel after becoming the first Republican presidential candidate to visit the country following the October 7 Hamas attacks.
https://www.cnn.com/2023/11/12/middleeast/netanyahu-bash-interview-israel-hamas-war-intl/index.html|Netanyahu refuses to answer CNN on whether he would take responsibility for October 7 attack|cnn|2023-11-12T23:24:29.441Z|Israeli Prime Minister Benjamin Netanyahu on Sunday refused to answer whether he would take responsibility for failing to prevent the October 7 attack on Israel, saying that there would be time for such “difficult” questions once the war is over.
https://www.cnn.com/2023/11/11/middleeast/babies-die-neonatal-gaza-hospital-complete-siege/index.html|Gaza hospital in ‘catastrophic situation,’ amid heavy fighting nearby, health officials say|cnn|2023-11-12T07:45:39.689Z|Heavy fighting near Gaza’s largest hospital has left it in a “catastrophic situation,” with patients and staff trapped inside, ambulances unable to collect the wounded and life-support systems without electricity, health officials and aid agencies are reporting.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-11-23/index.html|November 11, 2023 Israel-Hamas war|cnn|2023-11-12T05:07:39.432Z|The Hamas-run health ministry says Israel laid siege to Gaza’s largest hospital Saturday. The IDF denies the claim, but acknowledged heavy fighting in the area.
https://www.cnn.com/2023/11/11/middleeast/gaza-al-shifa-hospital-israel-attack/index.html|‘Please stop this.’ Gaza’s hospitals are failing under the weight of war. US medical groups are scrambling to help|cnn|2023-11-12T01:39:13.522Z|Doctor Mohammed Ghneim has not left his hospital in Gaza City in four weeks. He can’t remember the last time he slept or ate, and his blue scrubs are stained in the blood of patients who’ve died in his arms.
https://www.cnn.com/2023/11/11/world/iran-leader-saudi-arabia-summit-israel-hamas-war/index.html|Saudi-hosted summit condemns Israel as Iran leader pays rare visit|cnn|2023-11-11T16:49:49.972Z|Iranian President Ebrahim Raisi has arrived in Saudi Arabia for a summit on the Israel-Hamas war, telling reporters that “Palestine is the most important issue in the Islamic world.”
https://www.cnn.com/2023/11/11/us/pro-palestine-protesters-new-york-city/index.html|Pro-Palestinian protesters snarl Manhattan traffic and limit Grand Central access as they call for ceasefire Friday|cnn|2023-11-11T14:19:15.509Z|Hundreds of pro-Palestinan protesters snarled Manhattan traffic and curtailed people’s access to Grand Central Terminal as they demonstrated in New York City on Friday night, in part demanding a ceasefire in the Israel-Hamas war.
https://www.cnn.com/2023/11/10/middleeast/gaza-hospital-surrounded-tanks-reported-israeli-strikes-intl/index.html|Gaza hospital ‘surrounded by tanks’ as other healthcare facilities say they’ve been damaged by Israeli strikes|cnn|2023-11-11T07:49:17.686Z|Israeli tanks have surrounded a Gaza hospital, its director told CNN, as strikes reportedly hit the vicinity of other healthcare facilities in the Strip, heightening fears Friday that Israel’s military campaign is further endangering patients and medical staff in the besieged territory.
https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-10-23/index.html|November 10, 2023 Israel-Hamas war|cnn|2023-11-11T05:11:20.240Z|US Secretary of State Antony Blinken gave one of his most direct condemnations yet of the mounting death toll in Gaza, saying “far too many Palestinians have been killed.”
https://www.cnn.com/2023/11/10/politics/us-support-for-israel/index.html|Blinken brings a notable shift in US language toward Israel as pressure mounts at home and abroad|cnn|2023-11-11T00:23:45.636Z|When US Secretary of State Antony Blinken lamented the civilian death toll in Gaza on Friday, it marked a subtle but notable shift in US language toward the Israeli government.
https://www.cnn.com/2023/11/10/politics/hostage-pause-israel-and-hamas/index.html|Hostage negotiators discussing days-long fighting pause between Israel and Hamas in exchange for freeing large group|cnn|2023-11-10T23:21:55.709Z|The parties involved in the ongoing negotiations to secure the release of hostages that Hamas is holding in Gaza are working toward a deal that would entail a sustained, days-long pause in fighting in exchange for a large group of hostages being freed, a senior US official familiar with the talks told CNN Friday.
https://www.cnn.com/2023/11/10/middleeast/ibrahim-dahman-cnn-producer-escape-from-gaza-mime-intl/index.html|I was one of the lucky few to escape Gaza. Here’s how I fled for my life|cnn|2023-11-10T12:20:04.679Z|The early hours of my escape were a relief. I had been a drowning man, searching for something to grab on to survive. In leaving Gaza, I was given a lifeline.
https://www.cnn.com/2023/11/10/us/5-things-to-know-for-nov-10-israel-senate-suspicious-letters-mortgage-rates-school-vaccines/index.html|5 things to know for Nov. 10: Israel, Senate, Suspicious letters, Mortgage rates, School vaccines|cnn|2023-11-10T11:42:22.419Z|CNN’s 5 Things brings you the news you need to know every morning.
https://www.cnn.com/2023/11/10/politics/antony-blinken-israel-gaza/index.html|Blinken denounces civilian toll in Gaza, says ‘far too many Palestinians have been killed’|cnn|2023-11-10T11:12:41.701Z|Secretary of State Antony Blinken on Friday declared that “far too many Palestinians have been killed, far too many have suffered these past weeks” – one of his most direct condemnations of the civilian toll in Gaza.
https://www.cnn.com/2023/11/09/politics/biden-diplomats-warn-middle-east-fury/index.html|Biden administration privately warned by American diplomats of growing fury against US in Arab world|cnn|2023-11-10T12:37:41.945Z|The Biden administration has received stark warnings from American diplomats in the Arab world that its strong support for Israel’s destructive and deadly military campaign in Gaza “is losing us Arab publics for a generation,” according to a diplomatic cable obtained by CNN.
